INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie total de ejidos y comunidades Agrarias segun distribucion interna de la tierra ,,,,,,,,cuadro 1,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades,superficie_total_(ha),distribucion_interna_de_la_tierra_(ha)_superficie_parcelada,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_uso_comun,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_reserva_de_crecimiento,otras_superficies_(ha),unidad_de_medida
Nautla,19,8522.2500,7360.7500,1034.2500,815.0000,219.2500,1.5000,127.2500,Hectarea
Nogales,6,3157.0000,1975.5000,1132.5000,1025.0000,107.5000,23.0000,49.0000,Hectarea
Oluta,3,2538.0000,2470.0000,43.0000,0.0000,43.0000,0.0000,25.0000,Hectarea
Omealca,24,15580.2300,14559.1400,930.1700,386.0000,544.1700,0.0000,90.9200,Hectarea
Otatitlan,4,1871.2500,1825.0000,11.0000,0.7500,10.2500,0.0000,35.2500,Hectarea
Oteapan,     C,2688.0000,2569.0000,100.0000,0.0000,100.0000,0.0000,19.0000,Hectarea
Ozuluama de Mascareñas,39,28097.4500,24965.7400,2723.1900,2133.4000,589.7900,27.0000,408.5200,Hectarea
Pajapan,10,19442.0000,18670.0000,518.0000,16.0000,502.0000,0.0000,254.0000,Hectarea
Panuco,132,80600.3100,73777.0800,4757.3300,3253.9100,1503.4200,63.0300,2065.9000,Hectarea
Papantla,70,60033.9900,56722.4100,2535.0500,129.6700,2405.3800,26.5000,776.5300,Hectarea
Paso del Macho,27,15804.4600,15073.0000,432.7800,14.0000,418.7800,10.0000,298.6800,Hectarea
Paso de Ovejas,26,16367.5300,15085.2900,790.8600,288.0000,502.8600,0.0000,491.3800,Hectarea
La Perla,     C,232.0000,230.0000,2.0000,0.0000,2.0000,0.0000,0.0000,Hectarea
Perote,20,41208.0000,20151.0000,20386.5000,19504.0000,882.5000,123.0000,670.5000,Hectarea
Platon Sanchez,11,5438.9800,4185.8800,1209.5000,1015.0000,194.5000,0.0000,43.6000,Hectarea
Playa Vicente,65,65662.0000,63226.0000,2158.5000,409.0000,1749.5000,111.5000,277.5000,Hectarea
Las Vigas de Ramirez,4,6221.0000,4149.0000,1893.0000,1434.0000,459.0000,249.0000,179.0000,Hectarea
Pueblo Viejo,19,12902.2000,11833.0000,886.0000,480.0000,406.0000,45.0000,183.2000,Hectarea
Puente Nacional,28,14590.5000,13077.0000,817.0000,252.0000,565.0000,10.5000,696.5000,Hectarea
Rafael Delgado,     C,668.0000,592.7000,47.9000,44.9000,3.0000,2.0000,27.4000,Hectarea
Rafael Lucio,     C,266.8300,247.7700,5.3500,0.0000,5.3500,0.0000,13.7100,Hectarea
Los Reyes,     C,932.0000,856.0000,70.0000,15.0000,55.0000,22.0000,6.0000,Hectarea
Rio Blanco,     C,194.9000,142.5000,32.0000,32.0000,0.0000,0.0000,20.4000,Hectarea
Saltabarranca,4,2179.0800,1650.5000,499.8300,433.3300,66.5000,0.0000,28.7500,Hectarea
San Andres Tuxtla,80,63099.4000,52441.2100,9953.1800,8891.4700,1061.7100,1.0000,705.0100,Hectarea
San Juan Evangelista,50,39945.8000,38441.1700,1141.1800,255.8000,885.3800,0.0000,363.4500,Hectarea
Santiago Tuxtla,45,34388.0500,32938.7700,1011.6100,96.4000,915.2100,18.5800,437.6700,Hectarea
Sayula de Aleman,31,35749.0000,34476.5000,955.0000,290.0000,665.0000,0.0000,317.5000,Hectarea
Soconusco,7,4270.0000,4009.5000,228.0000,150.0000,78.0000,0.2500,32.5000,Hectarea
Soledad Atzompa,     C,1512.0000,980.0000,508.0000,484.0000,24.0000,0.0000,24.0000,Hectarea
Soledad de Doblado,26,17155.5000,16238.0000,459.0000,21.5000,437.5000,0.0000,458.5000,Hectarea
Soteapan,25,39892.5000,38016.2500,1667.5000,972.7500,694.7500,41.0000,208.7500,Hectarea
Tamalin,9,2020.7500,1657.0900,319.4700,216.0900,103.3800,0.4900,44.1900,Hectarea
Tamiahua,50,33929.6300,27092.6400,6538.7800,6080.7200,458.0600,20.2500,298.2100,Hectarea
Tampico Alto,23,21020.9700,18155.0700,1865.6100,1463.7700,401.8400,5.0000,1000.2900,Hectarea
Tancoco,9,3001.6000,2732.4700,208.2200,64.9100,143.3100,24.8100,60.9100,Hectarea
Tantima,18,11469.6900,10896.4300,369.6000,171.8600,197.7400,1.5000,203.6600,Hectarea
Tantoyuca,38,59626.6400,56459.3500,2435.3500,524.3800,1910.9700,23.9900,731.9400,Hectarea
Castillo de Teayo,26,17646.2500,17037.2500,523.4500,61.0000,462.4500,4.0000,85.5500,Hectarea
Tecolutla,37,17819.6100,17083.2200,606.7200,211.5000,395.2200,3.3600,129.6700,Hectarea
Temapache,108,78685.9000,74079.5500,3212.4900,540.8600,2671.6300,58.5000,1393.8600,Hectarea
Tempoal,39,25692.2200,24629.0300,901.3900,275.3500,626.0400,26.0000,161.8000,Hectarea
Tenampa,6,1926.7500,1866.0000,29.0000,12.0000,17.0000,0.0000,31.7500,Hectarea
Teocelo,     C,251.4100,238.0400,11.4800,0.0000,11.4800,0.0000,1.8900,Hectarea
Tepatlaxco,5,1001.2000,965.6000,20.0000,0.0000,20.0000,0.0000,15.6000,Hectarea
Tepetlan,6,5323.0000,4874.0000,381.0000,251.0000,130.0000,48.0000,68.0000,Hectarea
Tepetzintla,12,7055.2500,6757.7500,210.0000,92.0000,118.0000,0.0000,87.5000,Hectarea
Tequila,     C,970.0000,968.2500,0.7500,0.0000,0.7500,0.7500,1.0000,Hectarea
Jose Azueta,30,30835.0000,29005.5000,1483.0000,831.0000,652.0000,57.5000,346.5000,Hectarea
Texcatepec,5,16528.4300,1346.3300,15075.1100,14840.6200,234.4900,0.0000,106.9900,Hectarea
Texistepec,21,20989.0000,20202.0000,520.0000,265.0000,255.0000,7.0000,267.0000,Hectarea
Tezonapa,44,32310.0300,29437.5800,2247.0600,1582.4900,664.5700,13.0000,625.3900,Hectarea
Tierra Blanca,80,60797.9000,57534.4300,2446.8100,35.4100,2411.4000,819.0000,816.6600,Hectarea
Tihuatlan,64,39934.6300,38097.8100,1262.5700,129.2500,1133.3200,19.0000,574.2500,Hectarea
Tlacojalpan,3,2958.5000,2305.5000,605.0000,589.0000,16.0000,0.0000,48.0000,Hectarea
Tlacolulan,     C,305.9600,230.1200,70.5200,70.5200,0.0000,0.0000,5.3200,Hectarea
Tlacotalpan,19,14128.0000,13503.0000,512.0000,268.0000,244.0000,0.0000,113.0000,Hectarea
Tlacotepec de Mejia,     C,1027.0000,949.0000,11.0000,0.0000,11.0000,0.0000,67.0000,Hectarea
Tlachichilco,8,8187.7400,5326.3500,2800.8000,2610.1400,190.6600,1.0000,60.5900,Hectarea
Tlalixcoyan,56,36290.7200,34204.2100,1184.7500,29.3800,1155.3700,73.0000,901.7500,Hectarea
Tlalnelhuayocan,     C,1627.0000,1570.0000,32.0000,0.0000,32.0000,15.0000,25.0000,Hectarea
Tlapacoyan,16,6957.2100,6608.5700,288.3200,2.2300,286.0900,0.0000,60.3200,Hectarea
Tlilapan,     C,151.0000,50.0000,99.0000,91.0000,8.0000,0.0000,2.0000,Hectarea
Tomatlan,     C,344.7900,311.7000,26.3100,16.0500,10.2600,0.0000,6.7800,Hectarea
Tonayan,3,332.5000,296.0000,36.5000,30.5000,6.0000,0.0000,0.0000,Hectarea
Totutla,7,2553.3400,2221.1000,281.2400,33.3400,247.9000,51.0000,51.0000,Hectarea
Tuxpam,74,43724.0000,39331.0000,3412.9500,2063.3200,1349.6300,5.0000,980.0500,Hectarea
Tuxtilla,     C,4810.0000,4703.0000,0.0000,0.0000,0.0000,0.0000,107.0000,Hectarea
Ursulo Galvan,16,10333.5800,9272.3700,656.0700,4.4700,651.6000,0.0000,405.1400,Hectarea
Vega de Alatorre,14,7868.0000,7296.3500,321.8500,11.2500,310.6000,3.0000,249.8000,Hectarea
Veracruz,16,8663.0000,7133.0000,1172.0000,14.0000,1158.0000,37.0000,358.0000,Hectarea
Villa Aldama,5,3724.0000,2574.0000,1079.0000,989.0000,90.0000,7.0000,71.0000,Hectarea
Xoxocotla,     C,5870.0000,4860.0000,993.0000,683.0000,310.0000,0.0000,17.0000,Hectarea
Yanga,10,3188.7900,2870.9600,211.2700,0.0000,211.2700,7.0000,106.5600,Hectarea
Yecuatla,3,589.5000,579.0000,10.5000,3.5000,7.0000,0.0000,0.0000,Hectarea
Zacualpan,4,3218.7800,715.3500,2403.9300,2332.0100,71.9200,20.0000,99.5000,Hectarea
Zentla,3,5002.5000,4255.0000,205.0000,0.0000,205.0000,0.0000,542.5000,Hectarea
Zongolica,16,12711.0000,12432.5000,205.0000,26.0000,179.0000,6.0000,73.5000,Hectarea
Zontecomatlan de Lopez y Fuentes,15,17894.6900,2266.8100,15422.1000,15049.7100,372.3900,11.0000,205.7800,Hectarea
Zozocolco de Hidalgo,     C,348.0000,333.0000,15.0000,0.0000,15.0000,0.0000,0.0000,Hectarea
Agua Dulce,14,15367.5000,11887.5000,3385.0000,3092.0000,293.0000,0.0000,95.0000,Hectarea
El Higo,15,20366.0000,19623.0000,546.0000,47.0000,499.0000,13.0000,197.0000,Hectarea
Nanchital de Lazaro Cardenas del Rio,     C,101.0000,89.0000,12.0000,0.0000,12.0000,0.0000,0.0000,Hectarea
Tres Valles,41,24206.3600,22570.0600,978.0600,137.7100,840.3500,1.0000,658.2400,Hectarea
Carlos A. Carrillo,10,11149.5000,10532.5000,398.5000,38.2500,360.2500,0.0000,218.5000,Hectarea
Tatahuicapan de Juarez,22,26282.0000,24194.0000,1002.0000,617.0000,385.0000,30.0000,1086.0000,Hectarea
Uxpanapa,88,152596.4700,113531.9700,38413.9900,35945.8800,2468.1100,62.7500,650.5100,Hectarea
San Rafael,3,860.5000,830.0000,27.0000,0.0000,27.0000,0.0000,3.5000,Hectarea
Santiago Sochiapan,     C,890.0000,875.0000,15.0000,0.0000,15.0000,0.0000,0.0000,Hectarea
Yucatan,722,2311646.4500,557869.4400,1743036.0700,1710329.7800,32706.2900,5166.7900,10740.9400,Hectarea
Abala,7,24661.3300,1286.6800,23354.9800,22938.1900,416.7900,239.3700,19.6700,Hectarea
Acanceh,7,10824.2000,3441.3200,7294.0300,6971.9400,322.0900,0.2000,88.8500,Hectarea
Akil,     C,3907.0000,2146.0000,1761.0000,1760.0000,1.0000,1.0000,0.0000,Hectarea
Baca,     C,7656.0000,5154.5000,2482.5000,2122.5000,360.0000,22.0000,19.0000,Hectarea
Bokoba,     C,4615.0000,80.0000,4529.0000,4529.0000,0.0000,0.0000,6.0000,Hectarea
Buctzotz,8,26801.5600,25233.8500,1486.7500,1405.7500,81.0000,38.0000,80.9600,Hectarea
Cacalchen,     C,5305.4500,3247.1900,2057.4500,2037.4500,20.0000,20.0000,0.8100,Hectarea
Calotmul,4,17104.0000,13637.0000,3453.0000,3244.0000,209.0000,45.0000,14.0000,Hectarea
Cansahcab,5,8696.9200,969.7500,7718.1400,7709.3800,8.7600,0.0000,9.0300,Hectarea
Cantamayec,3,7896.0000,429.0000,7467.0000,7338.0000,129.0000,0.0000,0.0000,Hectarea
Celestun,     C,19500.0000,2000.0000,17500.0000,17500.0000,0.0000,0.0000,0.0000,Hectarea
Cenotillo,4,24369.0000,2829.0000,21529.0000,21466.0000,63.0000,0.0000,11.0000,Hectarea
Conkal,3,5252.0000,3996.0000,1233.0000,1047.0000,186.0000,0.0000,23.0000,Hectarea
Cuncunul,4,6088.0000,51.0000,6037.0000,5940.0000,97.0000,0.0000,0.0000,Hectarea
Cuzama,4,7106.8000,232.9600,6869.2900,6827.9000,41.3900,0.0000,4.5500,Hectarea
Chacsinkin,     C,6359.0000,0.0000,6359.0000,5793.0000,566.0000,0.0000,0.0000,Hectarea
Chankom,14,36816.0000,1152.0000,35623.0000,34610.0000,1013.0000,24.0000,41.0000,Hectarea
Chapab,     C,12212.0000,342.0000,11655.0000,11599.0000,56.0000,5.0000,215.0000,Hectarea
Chemax,17,101114.3300,4459.9400,96036.6800,94389.4000,1647.2800,656.2300,617.7200,Hectarea
Chicxulub Pueblo,3,5967.4400,5796.9700,166.4700,166.4700,0.0000,0.0000,4.0000,Hectarea
Chichimila,7,24109.9500,4825.4400,19224.6300,18982.9400,241.6900,25.0000,59.8700,Hectarea
Chikindzonot,4,31846.0000,9200.0000,22631.0000,22294.0000,337.0000,0.0000,15.0000,Hectarea
Chochola,     C,16163.3000,6.0000,16149.3000,16149.3000,0.0000,0.0000,8.0000,Hectarea
Chumayel,     C,5765.0000,0.0000,5756.9000,5756.9000,0.0000,0.0000,8.1000,Hectarea
Dzan,     C,7967.1100,3941.1800,3082.0400,3082.0400,0.0000,0.0000,943.8900,Hectarea
Dzemul,3,9095.0000,946.0000,8143.0000,8142.0000,1.0000,0.0000,6.0000,Hectarea
Dzidzantun,     C,8109.0000,7500.0000,609.0000,609.0000,0.0000,0.0000,0.0000,Hectarea
Dzilam de Bravo,     C,4476.0000,4063.8000,410.0000,404.0000,6.0000,6.0000,2.2000,Hectarea
Dzilam Gonzalez,4,17040.9700,15105.5800,1926.6900,1922.7800,3.9100,0.0000,8.7000,Hectarea
Dzitas,3,21384.0000,104.0000,21248.0000,21230.0000,18.0000,0.0000,32.0000,Hectarea
Dzoncauich,     C,6461.8000,6156.1000,304.0000,256.0000,48.0000,0.0000,1.7000,Hectarea
Espita,9,47223.0000,9352.0000,37827.0000,37594.0000,233.0000,15.0000,44.0000,Hectarea
Halacho,8,35097.0000,6164.0000,28879.0000,28448.0000,431.0000,0.0000,54.0000,Hectarea
Hocaba,4,6539.8200,139.5200,6398.6300,6380.2700,18.3600,0.0000,1.6700,Hectarea
Hoctun,3,10692.2500,4047.7500,6282.2500,6262.2500,20.0000,5.0000,362.2500,Hectarea
Homun,5,13468.1600,715.3600,12749.2500,12738.0000,11.2500,1.0000,3.5500,Hectarea
Huhi,     C,12086.1900,14.0000,12064.5000,12050.5000,14.0000,0.0000,7.6900,Hectarea
Hunucma,7,31092.2900,1253.0300,29684.2600,27438.1400,2246.1200,893.0000,155.0000,Hectarea
Ixil,     C,6360.5100,476.0200,5883.4900,5864.6000,18.8900,0.0000,1.0000,Hectarea
Izamal,11,33255.6900,7177.5600,25826.4900,25271.4400,555.0500,38.0000,251.6400,Hectarea
Kanasin,5,7382.5000,1229.0000,6128.5000,6103.5000,25.0000,7.0000,25.0000,Hectarea
Kantunil,     C,14619.3700,5431.7900,9140.9700,8305.9700,835.0000,371.0000,46.6100,Hectarea
Kaua,     C,7520.0000,672.0000,6843.0000,6813.0000,30.0000,0.0000,5.0000,Hectarea
Kinchil,     C,23334.0000,400.0000,22934.0000,22934.0000,0.0000,0.0000,0.0000,Hectarea
Kopoma,     C,13093.7900,205.4400,12877.5800,12794.2000,83.3800,0.0000,10.7700,Hectarea
Mama,     C,6427.5000,50.0000,6371.1500,6337.1500,34.0000,0.0000,6.3500,Hectarea
Mani,     C,3057.0000,1149.5000,1898.0000,1898.0000,0.0000,0.0000,9.5000,Hectarea
Maxcanu,14,70454.0000,7036.0000,63332.0000,63001.0000,331.0000,0.0000,86.0000,Hectarea
Mayapan,     C,6994.3800,137.4000,6853.5900,6853.5900,0.0000,0.0000,3.3900,Hectarea
Merida,46,40571.1000,8343.9000,32073.2500,31210.6100,862.6400,226.5000,153.9500,Hectarea
Mococha,4,2746.0000,186.5000,2559.5000,2536.0000,23.5000,0.0000,0.0000,Hectarea
Motul,20,20478.7500,9039.0000,11334.7500,10970.7500,364.0000,17.5000,105.0000,Hectarea
Muna,4,38909.1400,2379.0700,36442.4600,35885.9300,556.5300,0.0000,87.6100,Hectarea
Muxupip,3,6548.5000,247.5000,6277.5000,6223.0000,54.5000,15.0000,23.5000,Hectarea
Opichen,     C,24754.0000,360.0000,24391.0000,24387.0000,4.0000,3.0000,3.0000,Hectarea
Oxkutzcab,6,33773.1400,7823.8200,25649.9600,24393.9000,1256.0600,483.9100,299.3600,Hectarea
Panaba,5,16081.0000,15778.0000,247.0000,145.0000,102.0000,0.0000,56.0000,Hectarea
Peto,30,88714.8400,24852.2000,63810.5600,62239.7700,1570.7900,107.7900,52.0800,Hectarea
Progreso,5,13144.5000,2343.0000,10787.0000,10578.0000,209.0000,50.0000,14.5000,Hectarea
Quintana Roo,     C,7951.0000,34.0000,7911.0000,7887.0000,24.0000,0.0000,6.0000,Hectarea
Rio Lagartos,     C,3289.0000,3285.0000,0.0000,0.0000,0.0000,0.0000,4.0000,Hectarea
Sacalum,4,14904.4000,1391.1100,13482.7500,13201.0500,281.7000,0.0000,30.5400,Hectarea
Samahil,5,28363.0000,3788.8500,24569.1500,24386.8500,182.3000,100.0000,5.0000,Hectarea
Sanahcat,     C,3268.0000,2.0000,3263.0000,3263.0000,0.0000,0.0000,3.0000,Hectarea
San Felipe,     C,5148.0000,5141.0000,0.0000,0.0000,0.0000,0.0000,7.0000,Hectarea
Santa Elena,     C,26066.6600,536.0600,25285.7900,25199.8100,85.9800,0.0000,244.8100,Hectarea
Seye,4,14891.9300,709.3200,14157.8100,14000.0600,157.7500,0.0000,24.8000,Hectarea
Sinanche,6,7255.1400,1298.0000,5947.1400,5862.9400,84.2000,0.0000,10.0000,Hectarea
Sotuta,4,21581.3700,490.2800,21077.8400,21069.8400,8.0000,0.0000,13.2500,Hectarea
Sucila,     C,13317.0000,13296.0000,4.0000,0.0000,4.0000,0.0000,17.0000,Hectarea
Sudzal,4,9340.0000,4625.0000,4715.0000,4610.0000,105.0000,0.0000,0.0000,Hectarea
Suma,3,5331.0000,19.0000,5280.0000,5277.0000,3.0000,0.0000,32.0000,Hectarea
Tahdziu,     C,10860.8900,0.0000,10860.8900,10860.8900,0.0000,0.0000,0.0000,Hectarea
Tahmek,3,7087.7900,17.0800,7059.4900,7013.5900,45.9000,0.0000,11.2200,Hectarea
Teabo,     C,10137.8800,117.5500,10018.6500,10018.6500,0.0000,0.0000,1.6800,Hectarea
Tecoh,11,33771.5800,6237.3700,27423.8400,27017.7700,406.0700,11.9200,110.3700,Hectarea
Tekal de Venegas,3,10015.0000,9.0000,10006.0000,9811.0000,195.0000,6.0000,0.0000,Hectarea
Tekanto,5,4992.5000,4103.6500,867.0000,827.0000,40.0000,4.0000,21.8500,Hectarea
Tekax,55,176453.5300,23688.8400,152610.6000,149821.8100,2788.7900,632.0000,154.0900,Hectarea
Tekit,     C,18460.0000,0.0000,18445.5000,18426.5000,19.0000,0.0000,14.5000,Hectarea
Tekom,4,14476.3100,69.0900,14390.3200,14287.7900,102.5200,3.0000,16.9000,Hectarea
Telchac,     C,2184.0000,1311.0000,862.0000,826.0000,36.0000,0.0000,11.0000,Hectarea
Telchac Puerto,     C,3095.0000,65.0000,3026.0000,3026.0000,0.0000,0.0000,4.0000,Hectarea
Temax,6,24817.2500,2273.1200,22544.1200,22330.9400,213.1800,2.0000,0.0100,Hectarea
Temozon,13,36335.0000,24417.0000,11845.0000,10720.0000,1125.0000,375.0000,73.0000,Hectarea
Tepakan,     C,5489.7900,4.8600,5483.7300,5483.7300,0.0000,0.0000,1.2000,Hectarea
Tetiz,6,23650.0000,4007.0000,19643.0000,19643.0000,0.0000,0.0000,0.0000,Hectarea
Teya,     C,5364.3600,46.6800,5314.1000,5314.1000,0.0000,0.0000,3.5800,Hectarea
Ticul,3,20468.0000,1625.0000,18826.0000,18804.0000,22.0000,15.0000,17.0000,Hectarea
Timucuy,3,11203.0000,544.0000,10655.0000,10654.0000,1.0000,0.0000,4.0000,Hectarea
Tinum,8,23976.0000,1919.0000,21983.0000,21659.0000,324.0000,4.0000,74.0000,Hectarea
Tixcacalcupul,5,30950.0000,48.0000,30760.0000,30139.0000,621.0000,100.0000,142.0000,Hectarea
Tixkokob,12,14565.6100,5259.4000,9247.6100,9042.4700,205.1400,1.0000,58.6000,Hectarea
Tixmehuac,7,20229.9500,652.4300,19573.1200,18784.0900,789.0300,0.0000,4.4000,Hectarea
Tixpehual,5,5083.4300,3184.3300,1878.5300,1747.7600,130.7700,28.3700,20.5700,Hectarea
Tizimin,73,195403.5400,141149.2600,51513.0000,46400.0000,5113.0000,173.0000,2741.2800,Hectarea
Tunkas,7,22633.0000,2515.0000,20097.0000,19812.0000,285.0000,0.0000,21.0000,Hectarea
Tzucacab,21,43271.2900,29871.6300,13295.8300,12312.8500,982.9800,211.0000,103.8300,Hectarea
Uayma,3,5566.9800,53.5600,5508.8800,5508.8800,0.0000,0.0000,4.5400,Hectarea
Ucu,4,11955.0000,183.0000,11765.0000,11678.0000,87.0000,0.0000,7.0000,Hectarea
Uman,18,27759.4400,3201.1700,24327.5800,23847.9200,479.6600,128.0000,230.6900,Hectarea
Valladolid,22,83467.8600,13041.7000,68171.8000,67511.4600,660.3400,57.0000,2254.3500,Hectarea
Xocchel,     C,4899.3300,15.0000,4884.3300,4884.3300,0.0000,0.0000,0.0000,Hectarea
Yaxcaba,38,102097.0300,6693.0000,95286.9400,93951.9400,1335.0000,0.0000,117.0900,Hectarea
Yaxkukul,     C,3553.0000,9.0000,3534.0000,3533.0000,1.0000,0.0000,10.0000,Hectarea
Yobain,     C,7578.0300,1585.4700,5991.2500,5991.2500,0.0000,0.0000,1.3100,Hectarea
Zacatecas,767,3819459.4800,1153231.3400,2603866.3400,2552755.2700,51111.0700,6657.4800,62361.8000,Hectarea
Apozol,6,14971.0000,10390.0000,4386.5000,4302.0000,84.5000,5.0000,194.5000,Hectarea
Apulco,     C,1590.0000,1378.0000,141.7500,108.5000,33.2500,0.2500,70.2500,Hectarea
Atolinga,     C,1032.0000,0.0000,1009.0000,1008.0000,1.0000,0.0000,23.0000,Hectarea
Benito Juarez,4,6912.0000,1265.0000,5645.0000,5625.0000,20.0000,4.0000,2.0000,Hectarea
Calera,     C,24082.0000,13917.0000,9467.0000,9194.0000,273.0000,0.0000,698.0000,Hectarea
Cañitas de Felipe Pescador,     C,41918.0000,21871.0000,18880.0000,18381.0000,499.0000,10.0000,1167.0000,Hectarea
Concepcion del Oro,18,203796.0000,11805.0000,189998.0000,188937.0000,1061.0000,237.0000,1993.0000,Hectarea
Cuauhtemoc,6,11527.9300,4028.7600,6899.2000,6625.4100,273.7900,0.0000,599.9700,Hectarea
Chalchihuites,5,8383.0000,1472.0000,6801.0000,6701.0000,100.0000,35.0000,110.0000,Hectarea
Fresnillo,73,227298.1800,101640.6100,119323.6000,113934.4200,5389.1800,843.5000,6333.9700,Hectarea
Genaro Codina,7,39487.8400,6448.0000,32617.8400,32174.8400,443.0000,7.0000,422.0000,Hectarea
General Enrique Estrada,     C,979.0000,660.0000,316.0000,311.0000,5.0000,0.0000,3.0000,Hectarea
General Francisco R. Murguia,43,217652.0600,57239.6100,157808.8200,156051.2400,1757.5800,127.5800,2603.6300,Hectarea
El Plateado de Joaquin Amaro,5,12939.0000,3981.0000,8758.0000,8495.0000,263.0000,15.0000,200.0000,Hectarea
General Panfilo Natera,12,42381.2700,20981.3700,20507.1200,18788.8400,1718.2800,153.4800,892.7800,Hectarea
Guadalupe,14,63451.7200,41842.6300,19712.5600,18428.0300,1284.5300,36.6400,1896.5300,Hectarea
Huanusco,6,11427.0000,4098.0000,6928.0000,6826.0000,102.0000,2.0000,401.0000,Hectarea
Jalpa,5,7850.3000,3724.4000,3937.4000,3876.3000,61.1000,10.0000,188.5000,Hectarea
Jerez,42,69566.0000,25304.7500,42464.0000,41722.0000,742.0000,115.0000,1797.2500,Hectarea
Jimenez del Teul,5,13276.8300,2487.2500,10502.3700,10201.8600,300.5100,40.0000,287.2100,Hectarea
Juan Aldama,6,76488.6800,51093.6100,24170.4100,22480.9100,1689.5000,85.5000,1224.6600,Hectarea
Juchipila,4,5196.0000,2054.0000,3053.0000,2995.0000,58.0000,13.0000,89.0000,Hectarea
Loreto,11,28216.0000,11619.0000,15846.5000,15207.0000,639.5000,19.5800,750.5000,Hectarea
Luis Moya,7,11392.4000,7296.0000,3536.0000,3192.0000,344.0000,0.0000,560.4000,Hectarea
Mazapil,69,905622.4600,46842.9600,856417.2000,853610.2400,2806.9600,595.0000,2362.3000,Hectarea
Melchor Ocampo,6,65005.0000,2845.0000,61952.0000,61790.0000,162.0000,41.0000,208.0000,Hectarea
Mezquital del Oro,     C,3571.5000,2683.5000,789.5000,768.0000,21.5000,0.0000,98.5000,Hectarea
Miguel Auza,4,39067.7100,28645.7100,10106.8100,9578.5700,528.2400,148.5900,315.1900,Hectarea
Monte Escobedo,7,7634.5000,2144.6000,5420.9000,5293.9000,127.0000,15.0000,69.0000,Hectarea
Morelos,3,12667.7500,8222.7800,2913.8100,2731.0500,182.7600,0.0000,1531.1600,Hectarea
Nochistlan de Mejia,     C,372.0000,310.5000,54.5000,54.5000,0.0000,0.0000,7.0000,Hectarea
Noria de angeles,8,25393.0000,11282.0000,13587.0000,12735.0000,852.0000,86.0000,524.0000,Hectarea
Ojocaliente,21,45453.3100,23427.5700,20843.1600,19149.2200,1693.9400,50.5000,1182.5800,Hectarea
Panuco,6,33165.7600,25080.3900,7092.1900,5491.1500,1601.0400,29.9600,993.1800,Hectarea
Pinos,62,246189.8800,85010.9800,153666.9000,146939.3000,6727.6000,1150.0000,7512.0000,Hectarea
Rio Grande,33,133688.4500,59125.1300,72225.7000,71553.4500,672.2500,63.0000,2337.6200,Hectarea
Sain Alto,17,79464.5100,29927.9700,46747.6500,45381.4200,1366.2300,221.1100,2788.8900,Hectarea
El Salvador,5,44458.0000,5538.0000,38680.0000,38239.0000,441.0000,56.0000,240.0000,Hectarea
Sombrerete,41,203768.7000,86316.5700,112762.1900,108370.1200,4392.0700,621.4100,4689.9400,Hectarea
Susticacan,3,14695.0000,133.0000,14532.0000,14491.0000,41.0000,0.0000,30.0000,Hectarea
Tabasco,7,18151.0000,7104.0000,9929.0000,9812.0000,117.0000,15.0000,1118.0000,Hectarea
Tepechitlan,4,9001.0000,2982.5000,5832.5000,5130.5000,702.0000,202.0000,186.0000,Hectarea
Tepetongo,14,20783.0000,6982.0000,13730.0000,13652.0000,78.0000,0.0000,71.0000,Hectarea
Teul de Gonzalez Ortega,3,11144.0000,0.0000,11137.0000,11137.0000,0.0000,0.0000,7.0000,Hectarea
Tlaltenango de Sanchez Roman,     C,30570.0000,25130.0000,5433.5000,5315.0000,118.5000,21.5000,6.5000,Hectarea
Valparaiso,45,214025.3000,67430.3800,142471.6900,139833.0900,2638.6000,58.6100,4123.2300,Hectarea
Vetagrande,3,12718.7400,10538.3100,1715.5200,1232.3500,483.1700,15.3600,464.9100,Hectarea
Villa de Cos,41,256317.7500,105162.7400,147858.0700,144949.5800,2908.4900,708.9100,3296.9400,Hectarea
Villa Garcia,15,37872.4000,14617.0000,21855.4000,20802.4000,1053.0000,156.0000,1400.0000,Hectarea
Villa Gonzalez Ortega,5,11907.0000,6766.0000,4814.0000,3998.0000,816.0000,135.0000,327.0000,Hectarea
Villa Hidalgo,8,26109.0000,13367.0000,12196.0000,11249.0000,947.0000,1.0000,546.0000,Hectarea
Villanueva,29,129213.0000,50056.0000,77169.0000,75829.0000,1340.0000,230.0000,1988.0000,Hectarea
Zacatecas,10,22172.0000,9432.0000,11474.0000,10806.0000,668.0000,198.0000,1266.0000,Hectarea
