INEGI. IX Censo Ejidal 2007,,,,,
Superficie de uso comun desmontada segun uso agricola,,,,cuadro 9,
y ganadero por entidad federativa y municipio,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades_con_superficie_de_uso_comun_desmontada,superficie_desmontada_para_uso_agricola_y_ganadero_(ha)_total,superficie_desmontada_para_uso_agricola_y_ganadero_(ha)_agricola,superficie_desmontada_para_uso_agricola_y_ganadero_(ha)_ganadero,unidad_de_medida
Estados Unidos Mexicanos,1612,362036.4000,186284.5100,175751.8900,Hectarea
Aguascalientes,3,22.0000,16.0000,6.0000,Hectarea
Jesus Maria,1,10.0000,5.0000,5.0000,Hectarea
El Llano,2,12.0000,11.0000,1.0000,Hectarea
Baja California,4,1626.7700,1313.2700,313.5000,Hectarea
Ensenada,2,346.7700,33.2700,313.5000,Hectarea
Mexicali,2,1280.0000,1280.0000,0.0000,Hectarea
Baja California Sur,3,272.5200,72.5200,200.0000,Hectarea
La Paz,3,272.5200,72.5200,200.0000,Hectarea
Campeche,86,19557.4800,9200.8100,10356.6700,Hectarea
Calkini,6,326.0000,306.0000,20.0000,Hectarea
Campeche,6,400.9800,227.5700,173.4100,Hectarea
Carmen,5,7570.0000,1000.0000,6570.0000,Hectarea
Champoton,6,1170.0400,766.3300,403.7100,Hectarea
Hopelchen,10,696.5100,285.5300,410.9900,Hectarea
Palizada,2,241.5600,0.0000,241.5600,Hectarea
Tenabo,5,357.9300,157.9300,200.0000,Hectarea
Escarcega,9,4349.7500,2949.7500,1400.0000,Hectarea
Calakmul,31,3740.1300,3193.1300,547.0000,Hectarea
Candelaria,6,704.5800,314.5800,390.0000,Hectarea
Coahuila de Zaragoza,16,780.2700,534.2700,246.0000,Hectarea
Arteaga,1,3.0000,3.0000,0.0000,Hectarea
Cuatro Cienegas,1,200.0000,0.0000,200.0000,Hectarea
Francisco I. Madero,1,7.5000,7.5000,0.0000,Hectarea
Matamoros,2,47.1400,47.1400,0.0000,Hectarea
Monclova,1,14.7000,14.7000,0.0000,Hectarea
Muzquiz,2,218.9100,178.9100,40.0000,Hectarea
Ocampo,1,1.7400,1.7400,0.0000,Hectarea
Parras,4,35.0000,29.0000,6.0000,Hectarea
Saltillo,2,182.2900,182.2900,0.0000,Hectarea
Viesca,1,70.0000,70.0000,0.0000,Hectarea
Colima,18,371.8400,128.2100,243.6300,Hectarea
