INEGI. IX Censo Ejidal 2007,,,,,
Ejidos y comunidades con superficie parcelada segun uso agricola,,,,cuadro 2,
y riego por entidad federativa,,,,,
entidad_federativa,ejidos_y_comunidades_con_superficie_parcelada,superficie_parcelada_(ha),ejidos_y_comunidades_con_superficie_parcelada_con_agricultura_total,ejidos_y_comunidades_con_superficie_parcelada_con_agricultura_de_riego,unidad_de_medida
Estados Unidos Mexicanos,28538,33628597.15,27049,10470,Hectareas
Aguascalientes,182,130752.72,181,139,Hectareas
Baja California,208,2499351.25,150,130,Hectareas
Baja California Sur,88,319210.02,58,56,Hectareas
Campeche,343,824837.90,299,66,Hectareas
Coahuila de Zaragoza,845,1576047.99,780,433,Hectareas
Colima,154,258363.03,150,115,Hectareas
Chiapas,2494,2468356.91,2425,262,Hectareas
Chihuahua,840,1234396.23,794,353,Hectareas
Distrito Federal,28,10118.68,28,3,Hectareas
Durango,876,825860.98,841,455,Hectareas
Guanajuato,1521,681554.57,1507,911,Hectareas
Guerrero,1087,2041428.78,1063,464,Hectareas
Hidalgo,1074,512757.44,1042,321,Hectareas
Jalisco,1269,1282925.26,1244,605,Hectareas
Mexico,1161,791404.44,1145,565,Hectareas
Michoacan de Ocampo,1792,1474569.73,1768,972,Hectareas
Morelos,224,205592.41,219,147,Hectareas
Nayarit,359,816406.23,359,215,Hectareas
Nuevo Leon,587,557941.32,536,159,Hectareas
Oaxaca,1474,2971715.08,1454,547,Hectareas
Puebla,1126,710805.59,1117,485,Hectareas
Queretaro,358,188897.42,354,181,Hectareas
Quintana Roo,153,254683.58,103,12,Hectareas
San Luis Potosi,1340,1212473.53,1270,273,Hectareas
Sinaloa,1128,1794960.56,1102,725,Hectareas
Sonora,567,1177156.28,453,375,Hectareas
Tabasco,759,873303.02,662,28,Hectareas
Tamaulipas,1353,1433707.86,1253,522,Hectareas
Tlaxcala,243,152722.38,242,91,Hectareas
Veracruz Llave,3611,2635195.20,3305,386,Hectareas
Yucatan,569,557869.44,427,147,Hectareas
Zacatecas,725,1153231.34,718,327,Hectareas
"NOTA: La Informacion presentada corresponde a los datos captados en el cuestionario por medio de las preguntas:  2.2, 4 y 4.1",,,,,
http://www3.inegi.org.mx/sistemas/tabuladosbasicos/default.aspx?c=17351&s=est,,,,,
